class,precision,recall,f1,support,class_accuracy,roc_auc
motorcycle,0.7264150943396226,0.77,0.7475728155339806,100,0.77,0.954580808080808
mountain,0.6666666666666666,0.66,0.6633165829145728,100,0.66,0.9437969696969697
mouse,0.693069306930693,0.7,0.6965174129353234,100,0.7,0.9426565656565656
mushroom,0.7849462365591398,0.73,0.7564766839378239,100,0.73,0.9314313131313131
oak_tree,0.7345132743362832,0.83,0.7793427230046949,100,0.83,0.9761707070707071
orange,0.776595744680851,0.73,0.7525773195876289,100,0.73,0.9578656565656565
orchid,0.7297297297297297,0.81,0.7677725118483413,100,0.81,0.9461050505050506
otter,0.7525773195876289,0.73,0.7411167512690355,100,0.73,0.9341646464646465
palm_tree,0.7920792079207921,0.8,0.7960199004975125,100,0.8,0.9586222222222222
pear,0.75,0.78,0.7647058823529411,100,0.78,0.962249494949495
pickup_truck,0.7128712871287128,0.72,0.7164179104477612,100,0.72,0.942810101010101
pine_tree,0.7920792079207921,0.8,0.7960199004975125,100,0.8,0.957069696969697
plain,0.7669902912621359,0.79,0.7783251231527094,100,0.79,0.9462171717171717
plate,0.7009345794392523,0.75,0.7246376811594203,100,0.75,0.9509303030303031
poppy,0.7345132743362832,0.83,0.7793427230046949,100,0.83,0.9743282828282829
porcupine,0.7058823529411765,0.72,0.7128712871287128,100,0.72,0.9372797979797979
possum,0.7446808510638298,0.7,0.7216494845360825,100,0.7,0.9391010101010101
rabbit,0.7307692307692307,0.76,0.7450980392156863,100,0.76,0.9421898989898989
raccoon,0.7142857142857143,0.7,0.7070707070707071,100,0.7,0.9304131313131313
ray,0.7,0.77,0.7333333333333333,100,0.77,0.9457717171717172
road,0.7227722772277227,0.73,0.7263681592039801,100,0.73,0.9671151515151515
rocket,0.72,0.72,0.72,100,0.72,0.9391656565656564
rose,0.7731958762886598,0.75,0.7614213197969543,100,0.75,0.9605020202020202
sea,0.7578947368421053,0.72,0.7384615384615385,100,0.72,0.9625262626262626
seal,0.7411764705882353,0.63,0.6810810810810811,100,0.63,0.9085747474747474
shark,0.7676767676767676,0.76,0.7638190954773869,100,0.76,0.9426050505050505
shrew,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9541333333333334
skunk,0.7040816326530612,0.69,0.696969696969697,100,0.69,0.8957141414141414
skyscraper,0.7142857142857143,0.65,0.680628272251309,100,0.65,0.9046939393939395
snail,0.7659574468085106,0.72,0.7422680412371134,100,0.72,0.9268414141414141
snake,0.7349397590361446,0.61,0.6666666666666666,100,0.61,0.8804666666666667
spider,0.71,0.71,0.71,100,0.71,0.9181333333333332
squirrel,0.7741935483870968,0.72,0.7461139896373057,100,0.72,0.9428606060606061
streetcar,0.74,0.74,0.74,100,0.74,0.9402585858585859
sunflower,0.7254901960784313,0.74,0.7326732673267327,100,0.74,0.9588565656565656
sweet_pepper,0.7722772277227723,0.78,0.7761194029850746,100,0.78,0.9681646464646465
table,0.8351648351648352,0.76,0.7958115183246073,100,0.76,0.9700656565656567
tank,0.8673469387755102,0.85,0.8585858585858586,100,0.85,0.9793868686868686
telephone,0.76,0.76,0.76,100,0.76,0.9544323232323233
television,0.7307692307692307,0.76,0.7450980392156863,100,0.76,0.963331313131313
tiger,0.6938775510204082,0.68,0.6868686868686869,100,0.68,0.9374393939393939
tractor,0.6829268292682927,0.84,0.7533632286995515,100,0.84,0.9660111111111112
train,0.7,0.84,0.7636363636363637,100,0.84,0.9627808080808081
trout,0.7211538461538461,0.75,0.7352941176470589,100,0.75,0.9379919191919192
tulip,0.803921568627451,0.82,0.8118811881188119,100,0.82,0.9621979797979799
turtle,0.7978723404255319,0.75,0.7731958762886598,100,0.75,0.9377606060606061
wardrobe,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9750717171717171
whale,0.7448979591836735,0.73,0.7373737373737373,100,0.73,0.9569222222222222
willow_tree,0.7391304347826086,0.68,0.7083333333333334,100,0.68,0.941369696969697
wolf,0.7741935483870968,0.72,0.7461139896373057,100,0.72,0.913040404040404
woman,0.7684210526315789,0.73,0.7487179487179487,100,0.73,0.9497040404040403
worm,0.6460176991150443,0.73,0.6854460093896714,100,0.73,0.9344353535353536
macro_avg,0.7462259638647446,0.7449000000000001,0.7445771209066677,10000,0.7449000000000001,0.9434644545454546
weighted_avg,0.7462259638647444,0.7449,0.7445771209066678,10000,0.7449000000000001,0.9434644545454547
overall,,,,10000,0.7449,0.9434644545454546
