class,precision,recall,f1,support,class_accuracy,roc_auc
road,0.7777777777777778,0.77,0.7738693467336684,100,0.77,0.9673373737373738
rocket,0.8130841121495327,0.87,0.8405797101449275,100,0.87,0.985421212121212
rose,0.7592592592592593,0.82,0.7884615384615384,100,0.82,0.9795535353535354
sea,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9460484848484848
seal,0.8494623655913979,0.79,0.8186528497409327,100,0.79,0.954549494949495
shark,0.7857142857142857,0.77,0.7777777777777778,100,0.77,0.9427181818181818
shrew,0.7634408602150538,0.71,0.7357512953367875,100,0.71,0.9217323232323231
skunk,0.8295454545454546,0.73,0.776595744680851,100,0.73,0.9105040404040404
skyscraper,0.8118811881188119,0.82,0.8159203980099502,100,0.82,0.9580797979797979
snail,0.8125,0.78,0.7959183673469388,100,0.78,0.9163474747474747
snake,0.7872340425531915,0.74,0.7628865979381443,100,0.74,0.9404474747474747
spider,0.8247422680412371,0.8,0.8121827411167513,100,0.8,0.9447212121212121
squirrel,0.7623762376237624,0.77,0.7661691542288557,100,0.77,0.9338090909090909
streetcar,0.780952380952381,0.82,0.8,100,0.82,0.9637929292929293
sunflower,0.7570093457943925,0.81,0.782608695652174,100,0.81,0.9705767676767676
sweet_pepper,0.84,0.84,0.84,100,0.84,0.9543888888888888
table,0.8191489361702128,0.77,0.7938144329896907,100,0.77,0.9583777777777778
tank,0.776595744680851,0.73,0.7525773195876289,100,0.73,0.9364727272727275
telephone,0.8333333333333334,0.85,0.8415841584158416,100,0.85,0.976430303030303
television,0.8333333333333334,0.8,0.8163265306122449,100,0.8,0.9417040404040404
tiger,0.7446808510638298,0.7,0.7216494845360825,100,0.7,0.9285565656565656
tractor,0.7614678899082569,0.83,0.7942583732057417,100,0.83,0.9508383838383838
train,0.7524752475247525,0.76,0.7562189054726368,100,0.76,0.9523353535353536
trout,0.7572815533980582,0.78,0.7684729064039408,100,0.78,0.9176666666666667
tulip,0.7747747747747747,0.86,0.8151658767772512,100,0.86,0.9830252525252524
turtle,0.7912087912087912,0.72,0.7539267015706806,100,0.72,0.9278818181818181
wardrobe,0.8163265306122449,0.8,0.8080808080808081,100,0.8,0.9550646464646464
whale,0.81,0.81,0.81,100,0.81,0.937770707070707
willow_tree,0.7745098039215687,0.79,0.7821782178217822,100,0.79,0.9652515151515152
wolf,0.75,0.78,0.7647058823529411,100,0.78,0.9305858585858584
woman,0.7912087912087912,0.72,0.7539267015706806,100,0.72,0.9345646464646464
worm,0.7009345794392523,0.75,0.7246376811594203,100,0.75,0.9023525252525253
macro_avg,0.7834262788615795,0.7825000000000002,0.7822954051285684,10000,0.7825000000000002,0.947356292929293
weighted_avg,0.7834262788615795,0.7825,0.7822954051285684,10000,0.7825000000000002,0.9473562929292928
overall,,,,10000,0.7825,0.947356292929293
